InvoiceNo,InvoiceDate,ProductNo,Quantity,Unit,ProductName,PackSize,ChemicalName
969,04/5/2015,785,1,stp,Omicap,10 cap * 10 stp * box,Omeprazole
969,04/5/2015,794,1,stp,Tolchicine,10 tab * 10 stp * box,Colchicine 0.6
969,04/5/2015,307,1,stp,Siloxogene,10 tab * 30 stp * box,Aluminium Hydroxide
969,04/5/2015,361,1,stp,Oramol,10 tab * 10 stp * box,Paracetamol
969,04/5/2015,824,1,stp,Kotase,10 tab * 10 stp * box,Anti Inflammatory Enzyme
969,04/5/2015,24,3,stp,Stamlo 5,10 tab * 10 stp * box,Amlodipine
969,04/5/2015,103,2,stp,Losar Denk 50,14 tab * 2 stp * box,Losartan Potassium
969,04/5/2015,348,50,cap,Mega 3 300's,300 cap * bot,Omega 3 Fish Oil
969,04/5/2015,123,1,stp,Avas 10,10 tab * 3 stp * box,Atorvastatin
969,04/5/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
969,04/5/2015,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
969,04/5/2015,173,2,stp,Omez,10 cap * 10 stp * box,Omeprazole
969,04/5/2015,155,5,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
969,04/5/2015,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
969,04/5/2015,389,1,bot,?????????? ???????? ???????????,12 bot * dz,Myanmar Balm
969,04/5/2015,73,1,stp,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
969,04/5/2015,205,1,stp,Sofkof,10 cap * 10 stp * box,Cough tablet with Chlopheniramine 
969,04/5/2015,210,1,stp,Solmux Cap,4 cap * 25 stp * box,Carbocisteine 500 mg
969,04/5/2015,824,2,stp,Kotase,10 tab * 10 stp * box,Anti Inflammatory Enzyme
969,04/5/2015,524,1,stp,PrimE ,10 cap * 3 stp * box,Vitamin E
969,04/5/2015,524,2,stp,PrimE ,10 cap * 3 stp * box,Vitamin E
969,04/5/2015,773,1,stp,Medilac S Cap,10 cap * stp,Saccharomyces boulardii
969,04/5/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
969,04/5/2015,671,1,stp,Muscol,10 tab * 10 stp * box,Orphenadrine and Paracetamol
970,05/5/2015,714,1,stp,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
970,05/5/2015,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
970,05/5/2015,591,5,sheet,Counter Plaster,100 sheet * box,Plaster
970,05/5/2015,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
970,05/5/2015,435,4,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
970,05/5/2015,824,1,stp,Kotase,10 tab * 10 stp * box,Anti Inflammatory Enzyme
970,05/5/2015,515,1,stp,PadAmox,10 cap * 10 stp * box,Amoxicillin
970,05/5/2015,220,2,tab,Vicks,105 tab * bot,Cough Tablet
970,05/5/2015,435,1,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
970,05/5/2015,362,2,bot,Spirit 100ml Plastic bot mpf,60 bot * box,Spirit
970,05/5/2015,655,25,pcs,Wound Plast,100 pcs * box,Plaster
970,05/5/2015,635,1,box,Autolax ,10 ball * box,Enema Ball
970,05/5/2015,684,1,box,Diane 35,21 tab * box,cyproterone
970,05/5/2015,22,3,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
970,05/5/2015,151,5,stp,Gluco M,10 tab * 50 stp * box,Metformin
970,05/5/2015,831,4,amp,Tothema,20 amp * box,"Iron, Magnese, Copper"
970,05/5/2015,406,1,bot,????????????? ????????????,10 bot * pack,Myanmar Neuro Medicine
970,05/5/2015,580,1,bot,Betadine Spray,bot,Povidone Iodine Powder
970,05/5/2015,369,2,sac,ORS MPF Blue,50 sac * box,ORS
970,05/5/2015,122,10,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
970,05/5/2015,453,1,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
970,05/5/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
970,05/5/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
970,05/5/2015,354,4,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
970,05/5/2015,527,1,bot,Axe 3ml,12 bot * dz,Oil
970,05/5/2015,354,4,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
970,05/5/2015,354,10,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
970,05/5/2015,453,1,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
972,05/5/2015,208,1,stp,Solvin Tablet,10 tab * 10 stp * box,Bromhexine
972,05/5/2015,573,5,pcs,Elite Strip,50 pcs * box,Strip
973,05/5/2015,26,1,box,Amlong 5,10 tab * 3 stp * box,Amlodipine
973,05/5/2015,170,1,bot,Ribovit,100 tab * bot,Riboflavin
973,05/5/2015,514,1,bot,V.Rohto,bot,Eye Drop
974,05/5/2015,373,1,bot,Ciplox Eye Ear Drop,bot,Ciprofloxacin
974,05/5/2015,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
974,05/5/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
974,05/5/2015,644,1,stp,Cardimax SR,10 tab * 5 stp * box,Trimetazidine Hydrochloride
975,05/5/2015,140,1,box,Diamicron mr 60,15 tab * 2 stp * box,Gliclazide
975,05/5/2015,76,1,bot,Coversyl 5,30 tab * bot,perindopril
976,05/5/2015,229,2,box,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
976,05/5/2015,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
976,05/5/2015,360,3,stp,Degirol,4 tab * 25 stp * box,Lozenges
976,05/5/2015,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
976,05/5/2015,16,2,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
976,05/5/2015,523,2,stp,Etovit 400,10 cap * 3 stp * box,Vitamin E
977,05/5/2015,744,2,stp,Safen,10 tab * 10 stp * box,Clopidogrel
977,05/5/2015,98,2,stp,Losar 25,10 tab * 10 stp * box,Losartan Potassium
977,05/5/2015,18,1,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
977,05/5/2015,18,1,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
977,05/5/2015,373,1,bot,Ciplox Eye Ear Drop,bot,Ciprofloxacin
977,05/5/2015,447,2,sac,???????? ????,12 sac * pack,Myanmar anti-Inflammatory
977,05/5/2015,592,3,sac,Generlog,50 sac * box,gel
977,05/5/2015,159,1,stp,Methycobal,10 tab * 3 stp * box,Mecobalamin
977,05/5/2015,60,3,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
977,05/5/2015,348,6,cap,Mega 3 300's,300 cap * bot,Omega 3 Fish Oil
977,05/5/2015,823,1,tab,Alzel ,tab,Albendazole
977,05/5/2015,66,3,stp,Becozinc Cap,10 cap * 3 stp * box,Multivitamins and Minerals
977,05/5/2015,590,1,pack,Lion Plaster,10 sheet * pack,Plaster
977,05/5/2015,560,1,tube,Unison,tube,Chloramphenicol 250
977,05/5/2015,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
977,05/5/2015,435,1,bot,??????????(????????) ????????,12 bot * dz,Myanmar Balm
978,05/5/2015,66,3,stp,Becozinc Cap,10 cap * 3 stp * box,Multivitamins and Minerals
978,05/5/2015,3,1,box,Eposoft,10 cap * 3 stp * box,Evening Primrose Oil
978,05/5/2015,310,108,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
980,05/5/2015,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
980,05/5/2015,234,1,stp,Curam 625,5 tab * 3 stp * box,Amoxicillin and Clavulanic Acid
980,05/5/2015,210,1,stp,Solmux Cap,4 cap * 25 stp * box,Carbocisteine 500 mg
980,05/5/2015,212,1,stp,Ventolin 2mg Tablet,10 tab * 50 stp * box,Salbutamol
979,05/5/2015,369,2,sac,ORS MPF Blue,50 sac * box,ORS
979,05/5/2015,229,1,stp,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
979,05/5/2015,225,1,stp,Norbactin ,10 tab * 10 stp * box,Norfloxacin
979,05/5/2015,277,1,stp,Imotil,10 cap * 20 stp * box,Loperamide
979,05/5/2015,199,1,stp,PadCaf,10 cap * 10 stp * box,Chloramphenicol 250
979,05/5/2015,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
971,05/5/2015,285,1,box,Zyloric ,10 tab * 5 stp * box,Allopurinol
982,06/5/2015,148,3,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
982,06/5/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
982,06/5/2015,744,1,stp,Safen,10 tab * 10 stp * box,Clopidogrel
982,06/5/2015,124,1,stp,Atorvastatin We Care,10 tab * 10 stp * box,Atorvastatin 10mg
982,06/5/2015,135,1,stp,Hypen SR,10 tab * 2 stp * box,Indapamide 1.5
981,06/5/2015,252,1,stp,Noxa 20,10 cap * 12 stp * box,Piroxicam
981,06/5/2015,505,2,bot,Cyprotone,bot,cyproheptidine
981,06/5/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
981,06/5/2015,324,12,pcs,20 cc (JY) Syringe,50 pcs * box,Syringe
981,06/5/2015,634,4,pcs,Alcohol Pad Kenxin,100 pcs * box,Pad
981,06/5/2015,835,3,pcs,Jasmine Inhaler,12 pcs * dz,Inhaler
981,06/5/2015,62,5,tab,Protec Plus ????,30 tab * bot,Multivitamins and Minerals
981,06/5/2015,152,1,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
981,06/5/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
981,06/5/2015,472,2,tube,Gentalene C ,12 tube * box,"Betamethasone Dipropionate, Gentamycin, Clotrimoxazole"
981,06/5/2015,154,2,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
981,06/5/2015,74,3,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
981,06/5/2015,831,2,amp,Tothema,20 amp * box,"Iron, Magnese, Copper"
981,06/5/2015,453,1,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
981,06/5/2015,252,1,stp,Noxa 20,10 cap * 12 stp * box,Piroxicam
981,06/5/2015,252,3,stp,Noxa 20,10 cap * 12 stp * box,Piroxicam
981,06/5/2015,161,1,bot,Aminophylline bpi,100 tab * bot,Aminophylline
981,06/5/2015,484,1,stp,ecee 2,2 tab * stp,levonorgestrel
981,06/5/2015,235,1,stp,Uciclox 500,10 cap * 10 stp * box,Ampicillin and Cloxacillin
981,06/5/2015,427,1,bot,?????????? ????????,12 bot * dz,Myanmar Balm
981,06/5/2015,133,1,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
981,06/5/2015,175,1,stp,Pantocid 20,10 tab * 10 stp * box,Pantoprazole
981,06/5/2015,419,2,sac,???????? ?????????????????,12 sac * pack,Myanmar Analgesic
981,06/5/2015,476,1,tube,Voltex Kool,12 tube * pack,cream
981,06/5/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
981,06/5/2015,598,1,box,25% Glucose Zedi,5 amp * box,Glucose inj
981,06/5/2015,622,1,stp,Panagesic inj,5 amp * stp,Diclfenac 
983,06/5/2015,21,2,bot,Optica,30 cap * bot,Eye
984,06/5/2015,101,1,stp,Repace 50,10 tab * 10 stp * box,Losartan Potassium
984,06/5/2015,100,1,stp,Repace H,10 tab * 10 stp * box,"losartan Potassium, Hydrochlorothiazide"
986,07/5/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
986,07/5/2015,430,1,bot,??????????? ?????????,12 bot * dz,Myanmar Heart Supplement
987,07/5/2015,75,10,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
987,07/5/2015,349,10,cap,Nuflam 300's,300 cap * bot,Glucosamine
987,07/5/2015,220,2,tab,Vicks,105 tab * bot,Cough Tablet
989,07/5/2015,355,1,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
989,07/5/2015,175,1,stp,Pantocid 20,10 tab * 10 stp * box,Pantoprazole
989,07/5/2015,60,2,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
989,07/5/2015,550,1,stp,FamyCare,stp,levonorgestrel
989,07/5/2015,515,1,box,PadAmox,10 cap * 10 stp * box,Amoxicillin
989,07/5/2015,229,2,box,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
989,07/5/2015,2,5,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
989,07/5/2015,743,1,bot,Cevit Ygn,100 tab * bot,ascorbic acid
989,07/5/2015,439,1,bot,????????????? ?????????????,12 bot * dz,Myanmar Balm
989,07/5/2015,241,1,stp,Diclo-Denk 50,10 tab * 10 stp * box,Diclfenac 
989,07/5/2015,852,1,stp,myospaz,10 tab * 10 stp * box,"paracetamol, chlorzoxazone"
989,07/5/2015,529,2,pcs,PaiPlast,100 pcs * box,Plaster
989,07/5/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
989,07/5/2015,151,6,stp,Gluco M,10 tab * 50 stp * box,Metformin
989,07/5/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
989,07/5/2015,484,1,stp,ecee 2,2 tab * stp,levonorgestrel
989,07/5/2015,325,2,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
989,07/5/2015,148,1,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
989,07/5/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
989,07/5/2015,367,5,roll,"4"" Bandage ",10 roll * pack,Bandage
989,07/5/2015,4,1,stp,Enat 400,10 cap * 3 stp * box,Vitamin E
989,07/5/2015,474,1,tube,Skineal,10 tube * pack,Ketoconazole
989,07/5/2015,75,10,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
989,07/5/2015,378,1,bot,Tiger Balm Warm 30gm,12 bot * box,Balm
989,07/5/2015,220,1,bot,Vicks,105 tab * bot,Cough Tablet
989,07/5/2015,220,4,tab,Vicks,105 tab * bot,Cough Tablet
989,07/5/2015,739,1,stp,Dimenhydrinate (Medicine Supply),10 tab * stp,Dimenhydrinate
989,07/5/2015,529,2,pcs,PaiPlast,100 pcs * box,Plaster
989,07/5/2015,409,5,sac,????????? ???????????,20 sac * pack,Myanmar Analgesic
989,07/5/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
989,07/5/2015,634,5,pcs,Alcohol Pad Kenxin,100 pcs * box,Pad
989,07/5/2015,365,1,roll,"2"" Bandage Pyae Wa",10 roll * pack,Bandage
989,07/5/2015,354,2,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
990,07/5/2015,583,5,Kit,Besure Test Kit,40 Kit * box,Test Kit
990,07/5/2015,584,1,pack,BST-HCG,10 Strip * pack,Strip
990,07/5/2015,440,6,bot,???????????? ??????? ??????,6 bot * 2 pack * dz,Myanmar Analgesic
990,07/5/2015,453,6,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
990,07/5/2015,845,6,bot,??????????? ?????????????????????????(??????); 453,6 bot * 2 pack * dz,Myanmar
985,07/5/2015,315,2,bot,Brand's Chicken 42ml,6 bot * box,Chicken Extract Syp
985,07/5/2015,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
985,07/5/2015,305,2,stp,Air X,10 tab * 50 stp * box,semithicone
985,07/5/2015,151,5,stp,Gluco M,10 tab * 50 stp * box,Metformin
985,07/5/2015,83,6,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
985,07/5/2015,781,3,stp,Ucetam 400,10 tab * 10 stp * box,Piracetam
985,07/5/2015,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
985,07/5/2015,217,1,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
985,07/5/2015,433,1,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
985,07/5/2015,474,1,tube,Skineal,10 tube * pack,Ketoconazole
985,07/5/2015,441,1,dz,???? ????????,12 bot * dz,Myanmar Cream
988,07/5/2015,95,2,stp,Perigard 4,10 tab * stp,perindopril
988,07/5/2015,61,13,tab,Protec ,60 tab * bot,Multivitamins and Minerals
988,07/5/2015,61,7,tab,Protec ,60 tab * bot,Multivitamins and Minerals
988,07/5/2015,151,1,stp,Gluco M,10 tab * 50 stp * box,Metformin
991,08/5/2015,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
991,08/5/2015,12,1,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
991,08/5/2015,29,1,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
991,08/5/2015,30,1,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
991,08/5/2015,136,1,stp,Furo denk 40,10 tab * 10 stp * box,Furosemide
991,08/5/2015,82,1,stp,Atenolol Denk,10 tab * 10 stp * box,Atenolol
991,08/5/2015,92,2,stp,Enam 10,10 tab * 10 stp * box,Enalapril
991,08/5/2015,47,1,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
991,08/5/2015,644,1,stp,Cardimax SR,10 tab * 5 stp * box,Trimetazidine Hydrochloride
991,08/5/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
991,08/5/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
991,08/5/2015,359,2,pcs,Shudi Plaster,10 pcs * box,Plaster
991,08/5/2015,310,33,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
991,08/5/2015,453,1,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
991,08/5/2015,471,1,sac,????? ???????,10 sac * pack,Myanmar Cough Medicine
991,08/5/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
991,08/5/2015,65,1,box,Daily Vitagin,10 cap * 3 stp * box,Multivitamins and Minerals
991,08/5/2015,261,2,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
991,08/5/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
991,08/5/2015,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
991,08/5/2015,271,2,tab,Mirax M,10 tab * stp,Domperidone
991,08/5/2015,657,2,stp,Finast,10 tab * stp,finesteride
991,08/5/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
991,08/5/2015,154,2,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
991,08/5/2015,2,5,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
991,08/5/2015,313,4,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
991,08/5/2015,798,1,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
991,08/5/2015,326,1,pcs,3 cc (JY) Syringe,120 pcs * box,Syringe
991,08/5/2015,97,1,stp,Enapril 10,10 tab * 10 stp * box,Enalapril 
991,08/5/2015,99,1,stp,Losar 50,10 tab * 10 stp * box,Losartan Potassium
991,08/5/2015,256,4,tab,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
991,08/5/2015,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
991,08/5/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
991,08/5/2015,5,1,bot,Vita-Kid,60 tab * bot,Multivitamins and Minerals
991,08/5/2015,638,4,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
991,08/5/2015,677,5,stp,Pioglit 30,10 tab * 5 stp * box,Pioglitazone Hydrochloride
991,08/5/2015,148,5,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
991,08/5/2015,73,1,box,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
991,08/5/2015,22,4,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
991,08/5/2015,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
991,08/5/2015,844,2,stp,Sure,10 tab * stp,"estrogen, progesterone"
991,08/5/2015,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
991,08/5/2015,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
991,08/5/2015,407,2,bot,???????????????? (???????????????),12 bot * dz,Myanmar Multivitamin
991,08/5/2015,735,1,stp,Dicloneurine,10 tab * 10 stp * box,"B1, B6, B12"
991,08/5/2015,354,2,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
991,08/5/2015,310,100,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
991,08/5/2015,229,1,stp,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
991,08/5/2015,354,2,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
991,08/5/2015,475,1,tube,Voltex,12 tube * pack,cream
991,08/5/2015,47,1,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
991,08/5/2015,374,1,stp,Obelit,10 cap * stp,Orlistat
999,08/5/2015,476,1,tube,Voltex Kool,12 tube * pack,cream
992,08/5/2015,107,2,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
992,08/5/2015,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
992,08/5/2015,728,1,stp,Citaz 100,10 tab * stp,Cilostazol
992,08/5/2015,656,1,stp,Sedacoron,10 tab * stp,amiodarone
993,08/5/2015,85,2,stp,Cardivas 6.25,10 tab * 3 stp * box,Carvedilol
993,08/5/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
994,08/5/2015,349,10,cap,Nuflam 300's,300 cap * bot,Glucosamine
994,08/5/2015,671,1,stp,Muscol,10 tab * 10 stp * box,Orphenadrine and Paracetamol
995,08/5/2015,176,1,stp,Pantocid 40,10 tab * 5 stp * box,Pantoprazole
996,08/5/2015,108,1,stp,Coralan 5,14 tab * 4 stp * box,Ivabradine
996,08/5/2015,90,1,stp,Cardiopril 5,10 tab * 10 stp * box,Ramipril
996,08/5/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
996,08/5/2015,511,1,stp,Frusemide (Lasix),10 tab * stp,Furosemide
996,08/5/2015,744,1,stp,Safen,10 tab * 10 stp * box,Clopidogrel
996,08/5/2015,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
996,08/5/2015,655,1,pcs,Wound Plast,100 pcs * box,Plaster
997,08/5/2015,308,1,stp,Kremil S,20 tab * 5 stp * box,Aluminium Hydroxide
997,08/5/2015,818,1,stp,Denzo (Zandan 5),10 tab * 50 stp * box,Serratio-Peptidase 5mg
997,08/5/2015,236,1,stp,Brumox 500,10 cap * 10 stp * box,Amoxicillin
997,08/5/2015,283,1,stp,Kimose,10 tab * 10 stp * pack,Anti Inflammatory Enzyme
998,08/5/2015,74,1,box,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
998,08/5/2015,532,1,stp,Plus,10 cap * 3 stp * box,Multivitamins and Minerals
1000,09/5/2015,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
1000,09/5/2015,590,1,sheet,Lion Plaster,10 sheet * pack,Plaster
1001,09/5/2015,75,30,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
1001,09/5/2015,636,1,roll,Cotton Roll Diamond,roll,Cotton
1001,09/5/2015,636,1,roll,Cotton Roll Diamond,roll,Cotton
1001,09/5/2015,576,1,tube,Sunlife Red,tube,Multivitamins and Minerals
1001,09/5/2015,279,1,stp,Dicotil,10 tab * 50 stp * box,Loperamide
1001,09/5/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1001,09/5/2015,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
1001,09/5/2015,830,1,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
1001,09/5/2015,514,1,bot,V.Rohto,bot,Eye Drop
1001,09/5/2015,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
1001,09/5/2015,295,1,stp,Dolfenal 500,4 tab * 25 stp * box,Mefenamic Acid
1001,09/5/2015,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
1001,09/5/2015,325,28,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
1001,09/5/2015,776,1,pack,Plastic Gloves (Naung Yin),pack,Gloves
1001,09/5/2015,640,3,pack,Face Mask Hanma,10 pcs * 32 pack * box,Mask
1001,09/5/2015,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
1001,09/5/2015,57,5,tab,Enervon-C 100's,100 tab * bot,B complex with C
1001,09/5/2015,557,1,tube,Vivir Cream,tube,Aciclovir
1001,09/5/2015,310,17,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1001,09/5/2015,310,183,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1001,09/5/2015,845,2,bot,??????????? ?????????????????????????(??????); 453,6 bot * 2 pack * dz,Myanmar
1001,09/5/2015,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
1001,09/5/2015,445,1,bot,?????????,12 bot * dz,Myanmar Balm
1001,09/5/2015,176,1,stp,Pantocid 40,10 tab * 5 stp * box,Pantoprazole
1001,09/5/2015,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1001,09/5/2015,569,1,bot,Lobese,60 cap * bot,Phaseolus Vulgaris
1003,09/5/2015,76,1,bot,Coversyl 5,30 tab * bot,perindopril
1003,09/5/2015,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
1003,09/5/2015,515,4,stp,PadAmox,10 cap * 10 stp * box,Amoxicillin
1003,09/5/2015,229,1,stp,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
1003,09/5/2015,355,1,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
1004,09/5/2015,675,2,stp,Curam 1gm,6 tab * 2 stp * box,Amoxicillin and Clavulanic Acid
1004,09/5/2015,482,1,bot,Dalacin T Sol,bot,Clindamycin
1002,09/5/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
1002,09/5/2015,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
1002,09/5/2015,123,1,stp,Avas 10,10 tab * 3 stp * box,Atorvastatin
1002,09/5/2015,506,1,bot,Astymin Sus,bot,Aminoacids
1005,10/5/2015,258,1,stp,Gofen ,10 cap * 5 stp * box,Ibuprofen 400
1005,10/5/2015,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1005,10/5/2015,428,2,sac,??????? ?????????????,12 sac * pack,Myanmar Analgesic
1005,10/5/2015,428,1,pack,??????? ?????????????,12 sac * pack,Myanmar Analgesic
1005,10/5/2015,432,1,bot,?????????? ?????????????,12 bot * dz,Myanmar Digestive
1005,10/5/2015,122,3,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
1005,10/5/2015,398,1,bot,????????? ???????????? ???,12 bot * dz,Myanmar Luxative
1005,10/5/2015,74,2,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
1005,10/5/2015,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1005,10/5/2015,590,5,sheet,Lion Plaster,10 sheet * pack,Plaster
1005,10/5/2015,590,1,sheet,Lion Plaster,10 sheet * pack,Plaster
